0.850651,0,-0.525731
0.79394096,-0.035048738,-0.54739237
0.7372309,-0.070097476,-0.5690537
0.6805208,-0.105146214,-0.59071505
0.62381077,-0.14019495,-0.61237633
0.56710064,-0.17524368,-0.6340377
0.5103906,-0.21029243,-0.655699
0.45368052,-0.24534117,-0.67736036
0.39697045,-0.2803899,-0.6990217
0.3402604,-0.31543863,-0.72068304
0.28355032,-0.35048735,-0.7423444
0.22684026,-0.3855361,-0.76400566
0.17013013,-0.42058486,-0.78566706
0.11342007,-0.45563358,-0.80732834
0.056710005,-0.49068233,-0.82898974
0,-0.525731,-0.850651
0,-0.525731,0.850651
0,-0.45563355,0.850651
0,-0.38553607,0.850651
0,-0.3154386,0.850651
0,-0.24534112,0.850651
0,-0.17524368,0.850651
0,-0.10514617,0.850651
0,-0.035048693,0.850651
0,0.035048783,0.850651
0,0.10514623,0.850651
0,0.17524368,0.850651
0,0.24534118,0.850651
0,0.3154387,0.850651
0,0.38553613,0.850651
0,0.45563364,0.850651
0,0.525731,0.850651
0.525731,0.850651,0
0.4906823,0.8289897,-0.05671007
0.45563355,0.80732834,-0.11342014
0.4205848,0.785667,-0.17013022
0.38553607,0.76400566,-0.22684029
0.35048735,0.7423444,-0.28355035
0.3154386,0.720683,-0.34026045
0.28038985,0.6990217,-0.3969705
0.24534112,0.67736036,-0.45368057
0.2102924,0.655699,-0.51039064
0.17524368,0.6340377,-0.5671007
0.14019492,0.61237633,-0.62381077
0.10514617,0.590715,-0.6805209
0.07009745,0.56905365,-0.73723096
0.035048693,0.54739237,-0.793941
0,0.525731,-0.850651
0.850651,0,-0.525731
0.8289897,0.05671007,-0.4906823
0.80732834,0.11342014,-0.45563355
0.785667,0.17013022,-0.4205848
0.76400566,0.22684029,-0.38553607
0.7423444,0.28355035,-0.35048735
0.720683,0.34026045,-0.3154386
0.6990217,0.3969705,-0.28038985
0.67736036,0.45368057,-0.24534112
0.655699,0.51039064,-0.2102924
0.6340377,0.5671007,-0.17524368
0.61237633,0.62381077,-0.14019492
0.590715,0.6805209,-0.10514617
0.56905365,0.73723096,-0.07009745
0.54739237,0.793941,-0.035048693
0.525731,0.850651,0
0.850651,0,0.525731
0.8289897,0.05671007,0.4906823
0.80732834,0.11342014,0.45563355
0.785667,0.17013022,0.4205848
0.76400566,0.22684029,0.38553607
0.7423444,0.28355035,0.35048735
0.720683,0.34026045,0.3154386
0.6990217,0.3969705,0.28038985
0.67736036,0.45368057,0.24534112
0.655699,0.51039064,0.2102924
0.6340377,0.5671007,0.17524368
0.61237633,0.62381077,0.14019492
0.590715,0.6805209,0.10514617
0.56905365,0.73723096,0.07009745
0.54739237,0.793941,0.035048693
0.525731,0.850651,0
-0.850651,0,-0.525731
-0.850651,0,-0.45563355
-0.850651,0,-0.38553607
-0.850651,0,-0.3154386
-0.850651,0,-0.24534112
-0.850651,0,-0.17524368
-0.850651,0,-0.10514617
-0.850651,0,-0.035048693
-0.850651,0,0.035048783
-0.850651,0,0.10514623
-0.850651,0,0.17524368
-0.850651,0,0.24534118
-0.850651,0,0.3154387
-0.850651,0,0.38553613
-0.850651,0,0.45563364
-0.850651,0,0.525731
-0.525731,0.850651,0
-0.4906823,0.8289897,-0.05671007
-0.45563355,0.80732834,-0.11342014
-0.4205848,0.785667,-0.17013022
-0.38553607,0.76400566,-0.22684029
-0.35048735,0.7423444,-0.28355035
-0.3154386,0.720683,-0.34026045
-0.28038985,0.6990217,-0.3969705
-0.24534112,0.67736036,-0.45368057
-0.2102924,0.655699,-0.51039064
-0.17524368,0.6340377,-0.5671007
-0.14019492,0.61237633,-0.62381077
-0.10514617,0.590715,-0.6805209
-0.07009745,0.56905365,-0.73723096
-0.035048693,0.54739237,-0.793941
0,0.525731,-0.850651
-0.525731,-0.850651,0
-0.4906823,-0.8289897,-0.05671007
-0.45563355,-0.80732834,-0.11342014
-0.4205848,-0.785667,-0.17013022
-0.38553607,-0.76400566,-0.22684029
-0.35048735,-0.7423444,-0.28355035
-0.3154386,-0.720683,-0.34026045
-0.28038985,-0.6990217,-0.3969705
-0.24534112,-0.67736036,-0.45368057
-0.2102924,-0.655699,-0.51039064
-0.17524368,-0.6340377,-0.5671007
-0.14019492,-0.61237633,-0.62381077
